label,N,support,f1_baseline,f1_floor21,f1_gated,fp_baseline,fp_floor21,fp_gated
pap_Latn,100000,1012,0.9900596421471173,0.9890764647467726,0.9895988112927192,4,6,8
pbt_Arab,80648,1012,0.9980217606330365,0.9970414201183431,0.9970414201183431,1,5,5
plt_Latn,100000,1012,0.9990108803165183,0.9990108803165183,0.9990108803165183,0,0,0
pol_Latn,100000,1012,0.9930761622156281,0.9930761622156281,0.9930761622156281,6,6,6
por_Latn,100000,1012,0.9794692038057085,0.9789789789789789,0.9789789789789789,7,8,8
quy_Latn,100000,1012,0.8584320360970107,0.8577878103837471,0.8584320360970107,0,0,0
ron_Latn,100000,1012,1.0,1.0,0.9995061728395062,0,0,1
run_Latn,100000,1012,0.9245098039215686,0.921645445641528,0.9217221135029353,85,89,90
rus_Cyrl,100000,1012,0.9895157264103844,0.989010989010989,0.99203187250996,0,0,0
sag_Latn,100000,1012,0.9955334987593053,0.9955379276152703,0.997029702970297,0,1,1
san_Deva,100000,1012,0.9746963562753036,0.9689567430025445,0.9700050838840875,1,1,1
sat_Olck,16858,1012,1.0,1.0,1.0,0,0,0
scn_Latn,62189,1012,0.9970355731225297,0.9970355731225297,0.9970355731225297,3,3,3
shn_Mymr,32679,1012,1.0,1.0,1.0,0,0,0
sin_Sinh,100000,1012,1.0,1.0,1.0,0,0,0
slk_Latn,100000,1012,0.9890219560878244,0.9895261845386534,0.9895261845386534,1,1,1
slv_Latn,100000,1012,0.9885286783042395,0.9885401096163429,0.9890438247011952,2,3,3
smo_Latn,100000,1012,0.9940357852882703,0.996031746031746,0.9965294992563213,0,0,0
sna_Latn,100000,1012,0.9970267591674926,0.9970267591674926,0.9975235264982666,0,0,0
snd_Arab,100000,1012,0.9990128331688055,0.9985199802664035,0.9975357318876293,2,3,5
som_Latn,100000,1012,0.9995056846267919,0.9995056846267919,1.0,0,0,0
sot_Latn,73326,1012,0.959917780061665,0.95562435500516,0.95562435500516,0,0,0
spa_Latn,100000,1012,0.9735132433783108,0.9735396904643034,0.9771144278606965,15,16,16
srd_Latn,48717,1012,0.9980237154150198,0.9975333004440058,0.9975333004440058,2,4,4
srp_Cyrl,100000,1012,0.9965466206216081,0.9960552268244576,0.9960552268244576,5,6,6
ssw_Latn,100000,1012,0.984476715072609,0.984476715072609,0.9849849849849851,2,2,2
sun_Latn,100000,1012,0.9940652818991097,0.9930830039525692,0.9891838741396264,5,7,16
swe_Latn,100000,1012,0.9985170538803757,0.9985170538803757,0.9985170538803757,1,1,1
swh_Latn,100000,1012,0.9252736792003808,0.9101123595505618,0.9054494643688867,117,152,163
szl_Latn,55404,1012,0.9911330049261085,0.99162148841794,0.99162148841794,12,11,11
tam_Taml,100000,1012,1.0,1.0,1.0,0,0,0
taq_Latn,27347,1012,0.8314087759815243,0.856497175141243,0.856497175141243,0,0,0
taq_Tfng,4245,1012,1.0,1.0,1.0,0,0,0
tat_Cyrl,100000,1012,0.997029702970297,0.997029702970297,0.997029702970297,1,1,1
tel_Telu,100000,1012,0.9995056846267919,1.0,1.0,0,0,0
tgk_Cyrl,100000,1012,1.0,1.0,1.0,0,0,0
tha_Thai,100000,1012,0.9990108803165183,1.0,1.0,0,0,0
tir_Ethi,100000,1012,0.7075351213282247,0.774076317383404,0.791641791044776,0,0,0
tpi_Latn,100000,1012,0.9869869869869871,0.9859719438877755,0.9864797195793691,0,0,0
tsn_Latn,100000,1012,0.9719806763285024,0.9682386910490857,0.9682386910490857,52,60,60
tso_Latn,100000,1012,0.9935611688954928,0.994059405940594,0.9945571499257794,4,4,4
tuk_Latn,100000,1012,1.0,1.0,1.0,0,0,0
tum_Latn,100000,1012,0.9935355544505221,0.9935355544505221,0.9935355544505221,0,0,0
tur_Latn,100000,1012,0.9945679012345678,0.9960474308300395,0.9955555555555556,6,4,5
twi_Latn,100000,1012,0.9849548645937813,0.9869869869869871,0.989010989010989,0,0,0
tzm_Tfng,1590,1012,0.34234234234234234,0.3584752635847526,0.3584752635847526,0,0,0
uig_Arab,100000,1012,1.0,1.0,1.0,0,0,0
ukr_Cyrl,100000,1012,0.9955379276152703,0.9955379276152703,0.9980217606330365,1,1,1
umb_Latn,100000,1012,0.9514462809917354,0.9584402257567983,0.9595079446437723,3,3,3
urd_Arab,100000,1012,0.9895574341123818,0.9900596421471173,0.9828009828009827,4,4,23
uzn_Latn,100000,1012,0.9985155863433943,0.9990108803165183,0.9990108803165183,0,0,0
vec_Latn,100000,1012,0.9965397923875433,0.9960474308300395,0.9955555555555556,3,4,5
vie_Latn,100000,1012,1.0,1.0,1.0,0,0,0
war_Latn,100000,1012,0.9916543937162493,0.9901960784313726,0.9882583170254403,15,18,22
wol_Latn,69728,1012,0.9945517582961863,0.9930966469428008,0.9930966469428008,3,9,9
xho_Latn,100000,1012,0.9386138613861386,0.9382105783489867,0.9377470355731226,60,62,63
ydd_Hebr,38324,1012,0.9990128331688055,0.9995061728395062,0.9995061728395062,2,1,1
yor_Latn,100000,1012,0.9746707193515703,0.9859719438877755,0.9895157264103844,0,0,0
zsm_Latn,100000,1012,0.8550724637681159,0.8535954474909466,0.8476482617586913,94,96,115
zul_Latn,100000,1012,0.9067070095814421,0.9056984367120525,0.9047858942065491,72,73,75
