label,N,support,f1_baseline,fp_baseline
epo_Latn,100000,1012,0.998019801980198,0
eus_Latn,100000,1012,0.9990108803165183,0
ewe_Latn,100000,1012,0.9869869869869871,0
fao_Latn,94618,1012,0.9955423476968795,2
fij_Latn,100000,1012,0.9965294992563213,0
fin_Latn,100000,1012,0.9673469387755103,0
fon_Latn,100000,1012,0.9990108803165183,0
fra_Latn,100000,1012,0.99203187250996,0
fur_Latn,46173,1012,0.9985199802664035,3
fuv_Latn,30578,1012,0.9673469387755103,0
gaz_Latn,100000,1012,0.9970267591674926,0
gla_Latn,100000,1012,0.9990118577075099,1
gle_Latn,100000,1012,0.9990108803165183,0
glg_Latn,100000,1012,0.9765625,36
guj_Gujr,100000,1012,1.0,0
hat_Latn,100000,1012,0.9965329370975731,1
hau_Latn,100000,1012,0.9980237154150198,2
heb_Hebr,100000,1012,0.9990108803165183,0
hin_Deva,100000,1012,0.7832047986289631,408
hne_Deva,50507,1012,0.8203723986856517,65
hun_Latn,100000,1012,0.9995056846267919,0
hye_Armn,100000,1012,0.9995056846267919,0
ibo_Latn,100000,1012,0.9975308641975308,3
ilo_Latn,100000,1012,0.9975235264982666,0
ind_Latn,100000,1012,0.8433847592332866,225
isl_Latn,100000,1012,0.9965466206216081,5
ita_Latn,100000,1012,0.9970326409495549,2
jav_Latn,100000,1012,0.987279843444227,23
jpn_Jpan,100000,1012,1.0,0
kab_Latn,100000,1012,0.8958794860434205,234
kac_Latn,100000,1012,0.9995056846267919,0
kam_Latn,100000,1012,0.8577878103837471,0
kan_Knda,100000,1012,0.9935355544505221,0
kas_Arab,10408,1012,0.9930693069306931,5
kas_Deva,7226,1012,0.9763170613823102,47
kat_Geor,100000,1012,0.9995056846267919,0
kaz_Cyrl,100000,1012,0.9995056846267919,0
kbp_Latn,100000,1012,0.9970267591674926,0
kea_Latn,100000,1012,0.9767441860465117,0
khk_Cyrl,100000,1012,1.0,0
khm_Khmr,100000,1012,0.9995056846267919,0
kik_Latn,100000,1012,0.9595765158806544,69
kin_Latn,100000,1012,0.9226160758861708,67
kir_Cyrl,100000,1012,0.9985185185185185,2
kmb_Latn,100000,1012,0.9846000993541977,10
kmr_Latn,100000,1012,0.9772612430520464,0
knc_Arab,6113,1012,0.7025641025641025,0
knc_Latn,9356,1012,0.9891838741396264,16
kor_Hang,100000,1012,1.0,0
lao_Laoo,33981,1012,1.0,0
lij_Latn,35338,1012,0.9955599407992106,6
lim_Latn,100000,1012,0.9801587301587301,16
lin_Latn,100000,1012,0.9970267591674926,0
lit_Latn,100000,1012,0.9915296462381664,0
lmo_Latn,58536,1012,0.9871414441147379,12
ltg_Latn,14559,1012,0.9921568627450981,16
ltz_Latn,100000,1012,0.9990118577075099,1
lua_Latn,100000,1012,0.9859719438877755,0
lug_Latn,100000,1012,0.992039800995025,1
luo_Latn,100000,1012,0.9955334987593053,0
lus_Latn,100000,1012,0.9885057471264368,0
lvs_Latn,100000,1012,0.9925335988053758,0
mag_Deva,12847,1012,0.8430709802028006,186
mai_Deva,43579,1012,0.9359916054564533,2
mal_Mlym,100000,1012,1.0,0
mar_Deva,100000,1012,0.998019801980198,0
min_Arab,847,1012,0.962292609351433,20
min_Latn,100000,1012,0.9885401096163429,3
mkd_Cyrl,100000,1012,0.9940652818991097,5
mlt_Latn,100000,1012,0.9995061728395062,1
mni_Beng,41766,1012,0.9995056846267919,0
mos_Latn,100000,1012,0.9485714285714286,0
mri_Latn,73030,1012,0.996031746031746,0
mya_Mymr,100000,1012,1.0,0
nld_Latn,100000,1012,0.9716312056737589,3
nno_Latn,100000,1012,0.9323741007194245,101
nob_Latn,100000,1012,0.8923225494929985,135
npi_Deva,100000,1012,0.9083063646170443,0
nso_Latn,100000,1012,0.9808165272995573,24
nus_Latn,14391,1012,0.9995056846267919,0
nya_Latn,100000,1012,0.9915966386554622,8
oci_Latn,100000,1012,0.9960435212660732,3
ory_Orya,100000,1012,1.0,0
pag_Latn,100000,1012,0.9788092835519677,0
pan_Guru,100000,1012,1.0,0
pap_Latn,100000,1012,0.9900596421471173,4
pbt_Arab,80648,1012,0.9980217606330365,1
plt_Latn,100000,1012,0.9990108803165183,0
pol_Latn,100000,1012,0.9930761622156281,6
por_Latn,100000,1012,0.9794692038057085,7
quy_Latn,100000,1012,0.8584320360970107,0
ron_Latn,100000,1012,1.0,0
run_Latn,100000,1012,0.9245098039215686,85
rus_Cyrl,100000,1012,0.9895157264103844,0
sag_Latn,100000,1012,0.9955334987593053,0
san_Deva,100000,1012,0.9746963562753036,1
sat_Olck,16858,1012,1.0,0
scn_Latn,62189,1012,0.9970355731225297,3
shn_Mymr,32679,1012,1.0,0
sin_Sinh,100000,1012,1.0,0
slk_Latn,100000,1012,0.9890219560878244,1
slv_Latn,100000,1012,0.9885286783042395,2
smo_Latn,100000,1012,0.9940357852882703,0
sna_Latn,100000,1012,0.9970267591674926,0
snd_Arab,100000,1012,0.9990128331688055,2
som_Latn,100000,1012,0.9995056846267919,0
sot_Latn,73326,1012,0.959917780061665,0
spa_Latn,100000,1012,0.9735132433783108,15
srd_Latn,48717,1012,0.9980237154150198,2
srp_Cyrl,100000,1012,0.9965466206216081,5
ssw_Latn,100000,1012,0.984476715072609,2
sun_Latn,100000,1012,0.9940652818991097,5
swe_Latn,100000,1012,0.9985170538803757,1
swh_Latn,100000,1012,0.9252736792003808,117
szl_Latn,55404,1012,0.9911330049261085,12
tam_Taml,100000,1012,1.0,0
taq_Latn,27347,1012,0.8314087759815243,0
taq_Tfng,4245,1012,1.0,0
tat_Cyrl,100000,1012,0.997029702970297,1
tel_Telu,100000,1012,0.9995056846267919,0
tgk_Cyrl,100000,1012,1.0,0
tha_Thai,100000,1012,0.9990108803165183,0
tir_Ethi,100000,1012,0.7075351213282247,0
tpi_Latn,100000,1012,0.9869869869869871,0
tsn_Latn,100000,1012,0.9719806763285024,52
tso_Latn,100000,1012,0.9935611688954928,4
tuk_Latn,100000,1012,1.0,0
tum_Latn,100000,1012,0.9935355544505221,0
tur_Latn,100000,1012,0.9945679012345678,6
twi_Latn,100000,1012,0.9849548645937813,0
tzm_Tfng,1590,1012,0.34234234234234234,0
uig_Arab,100000,1012,1.0,0
ukr_Cyrl,100000,1012,0.9955379276152703,1
umb_Latn,100000,1012,0.9514462809917354,3
urd_Arab,100000,1012,0.9895574341123818,4
uzn_Latn,100000,1012,0.9985155863433943,0
vec_Latn,100000,1012,0.9965397923875433,3
vie_Latn,100000,1012,1.0,0
war_Latn,100000,1012,0.9916543937162493,15
wol_Latn,69728,1012,0.9945517582961863,3
xho_Latn,100000,1012,0.9386138613861386,60
ydd_Hebr,38324,1012,0.9990128331688055,2
yor_Latn,100000,1012,0.9746707193515703,0
zsm_Latn,100000,1012,0.8550724637681159,94
zul_Latn,100000,1012,0.9067070095814421,72
