label,N,support,f1_baseline,f1_floor21,f1_gated,fp_baseline,fp_floor21,fp_gated
cbu_Latn,16983,57,0.8247422680412371,0.7608695652173912,0.7472527472527472,0,0,0
ceb_Latn,100000,59,0.9914529914529915,0.9914529914529915,0.9914529914529915,0,0,0
ces_Latn,100000,58,1.0,1.0,0.9914529914529915,0,0,1
cfm_Latn,80737,57,0.9259259259259259,0.8990825688073394,0.8990825688073394,1,3,3
cha_Latn,19311,57,0.8247422680412371,0.7045454545454546,0.7045454545454546,0,0,0
chj_Latn,4286,59,0.0,0.0,0.0,0,0,0
chk_Latn,100000,58,1.0,1.0,1.0,0,0,0
chr_Cher,11732,115,1.0,1.0,1.0,0,0,0
chv_Cyrl,47817,25,1.0,1.0,1.0,0,0,0
cjk_Latn,100000,114,0.9683257918552036,0.972972972972973,0.972972972972973,0,0,0
cjs_Cyrl,1320,59,0.9272727272727274,0.9272727272727274,0.8653846153846153,0,0,0
cmn_Hani,100000,363,0.9712722298221614,0.9712722298221614,0.9712722298221614,13,13,13
cnh_Latn,100000,58,0.9344262295081966,0.9268292682926829,0.8906250000000001,7,8,13
cni_Latn,32688,52,0.707482993197279,0.6933333333333334,0.6933333333333334,43,46,46
cof_Latn,16915,59,0.9272727272727274,0.8543689320388349,0.7835051546391751,0,0,0
cos_Latn,9423,59,0.9672131147540983,0.9833333333333333,0.9915966386554621,4,2,1
cot_Latn,17733,60,1.0,1.0,0.9915966386554621,0,0,0
cpu_Latn,17825,60,0.4810126582278481,0.39473684210526316,0.4,0,1,0
crh_Latn,17238,59,0.9915966386554621,0.9833333333333333,0.9833333333333333,1,2,2
cri_Latn,2059,58,0.6966292134831461,0.36619718309859156,0.12903225806451613,0,0,0
crs_Latn,100000,58,1.0,1.0,1.0,0,0,0
csw_Cans,124,43,0.0,0.0,0.0,0,0,0
ctd_Latn,66425,60,0.6363636363636364,0.6363636363636364,0.6363636363636364,0,0,0
cym_Latn,100000,60,1.0,1.0,0.9917355371900827,0,0,1
dag_Latn,11906,57,0.9333333333333333,0.8615384615384616,0.888888888888889,7,17,13
dan_Latn,100000,61,0.9917355371900827,0.9917355371900827,0.9917355371900827,0,0,0
ddn_Latn,6765,58,0.06666666666666667,0.0,0.0,0,0,0
deu_Latn,100000,67,1.0,1.0,1.0,0,0,0
dga_Latn,17138,59,0.9747899159663865,0.9830508474576272,0.9914529914529915,2,1,0
dip_Latn,6750,57,0.0,0.0,0.0,0,0,0
div_Thaa,33933,57,1.0,1.0,1.0,0,0,0
dje_Latn,6801,54,0.9245283018867925,0.9215686274509804,0.9306930693069307,3,1,0
dyo_Latn,14804,55,1.0,1.0,0.9908256880733944,0,0,0
dyu_Latn,100000,58,0.0,0.0,0.0,16,18,19
dzo_Tibt,13407,59,1.0,1.0,1.0,0,0,0
ekk_Latn,100000,60,1.0,1.0,0.9836065573770492,0,0,2
ell_Grek,100000,116,0.6589595375722543,0.6589595375722543,0.6589595375722543,0,0,0
eng_Latn,100000,58,0.9747899159663865,0.9747899159663865,0.928,3,3,9
epo_Latn,100000,58,0.9914529914529915,0.9914529914529915,0.9747899159663865,1,1,3
ese_Latn,24273,35,0.9855072463768115,0.9855072463768115,0.9855072463768115,0,0,0
eus_Latn,100000,59,0.9830508474576272,0.9830508474576272,0.9666666666666667,1,1,3
eve_Cyrl,1953,49,0.7901234567901235,0.5151515151515151,0.3389830508474576,0,0,0
ewe_Latn,100000,59,1.0,0.9915966386554621,0.9915966386554621,0,1,1
fao_Latn,94618,57,1.0,1.0,1.0,0,0,0
fat_Latn,39870,57,0.9913043478260869,1.0,1.0,1,0,0
fij_Latn,100000,59,1.0,1.0,1.0,0,0,0
fin_Latn,100000,61,0.9752066115702478,0.9752066115702478,0.9448818897637795,1,1,6
fkv_Latn,1884,58,0.28169014084507044,0.34285714285714286,0.34285714285714286,3,0,0
fon_Latn,100000,58,0.9747899159663865,0.9354838709677419,0.928,3,8,9
fra_Latn,100000,58,0.9666666666666666,0.9586776859504132,0.7891156462585034,4,5,31
fry_Latn,100000,58,1.0,1.0,1.0,0,0,0
fuf_Latn,21670,58,0.0,0.0,0.0,5,5,5
fur_Latn,46173,59,0.9516129032258065,0.944,0.944,6,7,7
fuv_Latn,30578,108,0.7085714285714286,0.6966292134831461,0.6966292134831461,5,8,8
gaa_Latn,100000,59,1.0,0.9833333333333333,0.959349593495935,0,2,5
gag_Latn,14325,59,0.9557522123893806,0.9557522123893806,0.8867924528301886,0,0,0
gaz_Latn,100000,60,1.0,1.0,1.0,0,0,0
gej_Latn,6763,58,0.0,0.0,0.0,0,0,0
gjn_Latn,30192,60,0.9833333333333333,0.9915966386554621,0.9915966386554621,1,0,0
gla_Latn,100000,62,0.9666666666666666,0.9586776859504132,0.9586776859504132,0,1,1
gle_Latn,100000,56,0.9824561403508771,0.9824561403508771,0.9739130434782608,2,2,3
glg_Latn,100000,58,0.9743589743589743,0.9743589743589743,0.9579831932773109,2,2,4
glv_Latn,60970,58,1.0,1.0,1.0,0,0,0
gsw_Latn,93517,59,0.9830508474576272,0.9666666666666667,0.9666666666666667,1,3,3
guc_Latn,100000,58,1.0,1.0,1.0,0,0,0
gug_Latn,100000,49,1.0,0.9702970297029703,0.9514563106796117,0,3,5
guj_Gujr,100000,58,1.0,1.0,1.0,0,0,0
guu_Latn,6743,58,0.0,0.0,0.0,0,0,0
gyr_Latn,46436,49,1.0,1.0,1.0,0,0,0
hak_Hani,29565,57,0.06666666666666667,0.06666666666666667,0.06666666666666667,1,1,1
hat_Latn,100000,117,0.9469387755102041,0.9206349206349208,0.9027237354085603,12,19,24
hau_Latn,100000,155,1.0,1.0,0.9904153354632589,0,0,3
haw_Latn,6448,58,0.9734513274336283,0.8952380952380952,0.8282828282828283,0,0,0
heb_Hebr,100000,58,1.0,1.0,1.0,0,0,0
hil_Latn,100000,58,0.9914529914529915,0.9914529914529915,0.9914529914529915,1,1,1
hin_Deva,100000,60,0.944,0.944,0.8823529411764706,6,6,16
hlt_Latn,6729,55,0.865979381443299,0.625,0.6075949367088608,0,0,0
hnj_Latn,61097,58,0.0,0.0,0.0,0,0,0
hns_Latn,19168,59,0.8653846153846153,0.8431372549019608,0.8431372549019608,0,0,0
hsb_Latn,28261,59,0.9914529914529915,0.9914529914529915,0.9914529914529915,0,0,0
hun_Latn,100000,59,1.0,1.0,0.9672131147540983,0,0,4
hus_Latn,57511,175,0.9795918367346939,0.9767441860465116,0.9767441860465116,0,1,1
huu_Latn,24119,58,1.0,1.0,1.0,0,0,0
hye_Armn,100000,71,0.9710144927536231,0.9710144927536231,0.9710144927536231,0,0,0
ibo_Latn,100000,58,1.0,1.0,1.0,0,0,0
ido_Latn,33665,55,0.9814814814814815,0.9814814814814815,0.9814814814814815,0,0,0
idu_Latn,59832,51,0.891304347826087,0.8666666666666666,0.8666666666666666,0,0,0
ike_Cans,30725,44,1.0,1.0,1.0,0,0,0
ilo_Latn,100000,58,1.0,1.0,0.9586776859504132,0,0,5
ina_Latn,56283,58,1.0,1.0,1.0,0,0,0
ind_Latn,100000,60,0.8807339449541285,0.8727272727272728,0.8648648648648648,1,2,3
isl_Latn,100000,58,1.0,1.0,1.0,0,0,0
ita_Latn,100000,58,1.0,0.9914529914529915,0.9914529914529915,0,1,1
jav_Java,6597,62,1.0,1.0,1.0,0,0,0
jav_Latn,100000,60,0.9752066115702478,0.9218749999999999,0.8550724637681159,2,9,19
jiv_Latn,17510,60,0.7612903225806452,0.7612903225806452,0.7662337662337662,36,36,35
jpn_Jpan,100000,143,1.0,1.0,1.0,0,0,0
kaa_Cyrl,38209,58,1.0,1.0,1.0,0,0,0
kab_Latn,100000,58,1.0,1.0,1.0,0,0,0
kal_Latn,100000,58,0.9913043478260869,0.9827586206896551,0.9661016949152542,0,1,3
kan_Knda,100000,58,1.0,1.0,1.0,0,0,0
kat_Geor,100000,58,1.0,1.0,1.0,0,0,0
kaz_Cyrl,100000,58,1.0,1.0,0.9914529914529915,0,0,1
kbd_Cyrl,46268,55,0.9908256880733944,0.9908256880733944,0.9908256880733944,0,0,0
kbp_Latn,100000,59,0.9508196721311476,0.9147286821705426,0.9076923076923077,5,11,12
kbr_Latn,12888,59,1.0,0.9914529914529915,0.9827586206896551,0,0,0
kde_Latn,26927,51,0.9803921568627451,0.9803921568627451,0.9803921568627451,1,1,1
kdh_Latn,1820,59,0.943089430894309,0.9830508474576272,0.9914529914529915,6,1,0
kea_Latn,100000,58,0.45751633986928103,0.39999999999999997,0.3804347826086957,60,82,91
kek_Latn,100000,57,1.0,1.0,1.0,0,0,0
kha_Latn,34095,58,1.0,1.0,1.0,0,0,0
khk_Cyrl,100000,57,1.0,1.0,1.0,0,0,0
khm_Khmr,100000,59,1.0,1.0,1.0,0,0,0
kin_Latn,100000,59,0.9473684210526316,0.9310344827586206,0.9310344827586206,1,3,3
kir_Cyrl,100000,58,1.0,1.0,1.0,0,0,0
kjh_Cyrl,39529,57,0.9579831932773109,0.9579831932773109,0.9579831932773109,5,5,5
kmb_Latn,100000,116,0.9824561403508771,0.9824561403508771,0.9824561403508771,0,0,0
kmr_Latn,100000,58,0.9824561403508771,0.9824561403508771,0.9824561403508771,0,0,0
knc_Latn,9356,64,1.0,0.9696969696969697,0.9770992366412213,0,4,3
kng_Latn,100000,115,0.31390134529147984,0.327433628318584,0.327433628318584,73,74,74
koi_Cyrl,13537,57,0.9821428571428572,0.9821428571428572,0.9821428571428572,0,0,0
koo_Latn,100000,54,0.9906542056074767,0.9714285714285714,0.9714285714285714,0,0,0
kor_Hang,100000,58,1.0,1.0,1.0,0,0,0
kqn_Latn,100000,59,0.9586776859504132,0.9508196721311476,0.943089430894309,4,5,6
kqs_Latn,11046,58,0.7835051546391754,0.5853658536585366,0.3888888888888889,1,0,0
kri_Latn,100000,58,1.0,1.0,1.0,0,0,0
krl_Latn,9341,183,0.0,0.0,0.0,0,0,0
ktu_Latn,21343,118,0.47826086956521735,0.47252747252747257,0.47252747252747257,22,21,21
kwi_Latn,17740,145,0.6635944700460829,0.6384976525821596,0.3707865168539326,0,0,0
lad_Latn,10070,58,0.8636363636363636,0.8571428571428572,0.888888888888889,17,18,12
lao_Laoo,33981,57,1.0,1.0,1.0,0,0,0
lat_Latn,100000,118,0.9957446808510638,0.9957446808510638,0.9957446808510638,0,0,0
lia_Latn,13468,45,1.0,1.0,1.0,0,0,0
lij_Latn,35338,58,0.8111888111888113,0.6946107784431138,0.6946107784431138,27,51,51
lin_Latn,100000,110,0.9671361502347418,0.9814814814814815,0.9908256880733944,0,0,0
lit_Latn,100000,58,1.0,1.0,1.0,0,0,0
lld_Latn,814,59,0.6881720430107526,0.21212121212121215,0.21212121212121215,2,0,0
lob_Latn,13529,58,0.9824561403508771,0.9824561403508771,0.9734513274336283,0,0,0
loz_Latn,100000,58,0.9913043478260869,0.9661016949152542,0.9661016949152542,0,3,3
ltz_Latn,100000,59,0.9586776859504132,0.9586776859504132,0.943089430894309,4,4,6
lua_Latn,100000,58,0.6117647058823529,0.6190476190476191,0.6190476190476191,1,0,0
lue_Latn,100000,58,0.9914529914529915,0.9914529914529915,0.9914529914529915,1,1,1
lug_Latn,100000,49,1.0,0.98989898989899,0.98989898989899,0,1,1
lun_Latn,100000,56,0.972972972972973,0.9557522123893805,0.9473684210526316,1,3,4
lus_Latn,100000,58,1.0,1.0,1.0,0,0,0
lvs_Latn,100000,115,1.0,1.0,1.0,0,0,0
mad_Latn,44560,60,0.9915966386554621,0.9833333333333333,0.9833333333333333,0,1,1
mag_Deva,12847,53,0.7676767676767677,0.76,0.7096774193548386,8,9,7
mah_Latn,100000,58,1.0,1.0,1.0,0,0,0
mai_Deva,43579,58,0.9824561403508771,0.9824561403508771,0.9824561403508771,0,0,0
mal_Mlym,100000,100,1.0,1.0,1.0,0,0,0
mam_Latn,100000,58,1.0,0.9666666666666666,0.9508196721311475,0,4,6
mar_Deva,100000,59,1.0,1.0,1.0,0,0,0
maz_Latn,17588,59,0.23880597014925373,0.33802816901408456,0.33802816901408456,0,0,0
mcd_Latn,26561,60,1.0,1.0,1.0,0,0,0
mcf_Latn,17567,62,1.0,1.0,1.0,0,0,0
men_Latn,16422,59,0.9833333333333333,0.9833333333333333,0.9915966386554621,2,2,1
mfq_Latn,21554,58,1.0,1.0,1.0,0,0,0
mic_Latn,17716,59,0.525,0.2647058823529412,0.0967741935483871,0,0,0
min_Latn,100000,59,1.0,0.9915966386554621,0.9752066115702479,0,1,3
miq_Latn,86132,51,1.0,1.0,1.0,0,0,0
mkd_Cyrl,100000,58,0.9913043478260869,0.9913043478260869,0.9913043478260869,0,0,0
mlt_Latn,100000,59,0.9365079365079364,0.8489208633093526,0.6941176470588236,8,21,52
mnw_Mymr,291,56,1.0,1.0,1.0,0,0,0
mor_Latn,13526,59,1.0,0.9914529914529915,0.9914529914529915,0,0,0
mos_Latn,100000,56,1.0,1.0,1.0,0,0,0
mri_Latn,73030,57,1.0,1.0,1.0,0,0,0
mto_Latn,24568,51,0.1111111111111111,0.07547169811320754,0.07547169811320754,0,0,0
mxv_Latn,100000,58,0.03389830508474576,0.03389830508474576,0.15873015873015872,0,0,0
mya_Mymr,100000,56,1.0,1.0,1.0,0,0,0
nav_Latn,81124,59,1.0,1.0,1.0,0,0,0
nba_Latn,100000,59,0.0,0.0,0.0,1,1,2
nbl_Latn,100000,58,0.0,0.0,0.0,1,1,2
ndo_Latn,100000,58,0.983050847457627,0.9666666666666666,0.9666666666666666,2,4,4
nds_Latn,100000,58,1.0,1.0,0.9914529914529915,0,0,1
nio_Cyrl,90,51,1.0,1.0,1.0,0,0,0
niu_Latn,100000,58,1.0,0.9430894308943091,0.9206349206349206,0,7,10
njo_Latn,30731,64,0.9921259842519685,0.9921259842519685,0.9921259842519685,0,0,0
nld_Latn,100000,58,0.9914529914529915,0.9914529914529915,0.9914529914529915,1,1,1
nno_Latn,100000,58,0.9464285714285714,0.9464285714285714,0.9464285714285714,1,1,1
nob_Latn,100000,62,0.9457364341085271,0.9457364341085271,0.9457364341085271,6,6,6
not_Latn,24235,59,0.9914529914529915,0.9914529914529915,0.9914529914529915,0,0,0
npi_Deva,100000,55,1.0,1.0,0.9909909909909909,0,0,1
nso_Latn,100000,58,1.0,0.9914529914529915,0.9914529914529915,0,1,1
nya_Latn,100000,116,0.9913793103448276,0.9913793103448276,0.9704641350210972,1,1,6
nyn_Latn,100000,50,0.98989898989899,1.0,1.0,0,0,0
nzi_Latn,100000,59,1.0,1.0,1.0,0,0,0
oci_Latn,100000,398,0.40160642570281124,0.40800000000000003,0.4322200392927308,0,0,1
ojb_Cans,33721,44,0.9523809523809523,0.9438202247191012,0.9438202247191012,0,3,3
oss_Cyrl,100000,44,1.0,1.0,1.0,0,0,0
ote_Latn,56504,59,0.12698412698412698,0.0967741935483871,0.0967741935483871,0,0,0
pam_Latn,34170,66,1.0,0.9924812030075187,0.9924812030075187,0,1,1
pan_Guru,100000,58,1.0,1.0,1.0,0,0,0
pap_Latn,100000,58,0.983050847457627,0.9430894308943091,0.9354838709677419,2,7,8
pau_Latn,100000,57,1.0,1.0,1.0,0,0,0
pbb_Latn,17747,56,0.9724770642201834,1.0,1.0,0,0,0
pcd_Latn,2213,58,0.02941176470588235,0.0,0.0,9,1,0
pcm_Latn,33265,56,0.8952380952380952,0.9038461538461539,0.9038461538461539,2,1,1
pis_Latn,100000,57,1.0,1.0,1.0,0,0,0
plt_Latn,100000,53,1.0,1.0,0.9906542056074767,0,0,1
pnb_Arab,100000,61,0.7407407407407408,0.7142857142857142,0.7100591715976332,41,47,48
pol_Latn,100000,59,0.9747899159663865,0.9833333333333333,0.9833333333333333,2,2,2
pon_Latn,100000,57,0.9911504424778761,0.9911504424778761,0.9911504424778761,0,0,0
por_Latn,100000,115,0.8984375,0.888030888030888,0.8846153846153846,26,29,30
pov_Latn,23414,115,0.7292817679558011,0.6781609195402298,0.6781609195402298,0,0,0
quc_Latn,100000,58,0.8571428571428572,0.8031496062992126,0.7727272727272727,10,18,23
qug_Latn,100000,182,0.0,0.0,0.0,0,0,0
quh_Latn,50801,57,0.9649122807017544,0.9322033898305084,0.9322033898305084,2,6,6
quy_Latn,100000,60,0.6628571428571428,0.6073298429319371,0.5132743362831859,57,73,108
quz_Latn,100000,57,0.6964285714285715,0.6379310344827587,0.5481481481481483,16,22,41
qva_Latn,10970,59,0.03278688524590164,0.0,0.0,1,0,0
qvc_Latn,17482,58,0.6203208556149733,0.6863905325443787,0.7388535031847133,71,53,41
qvh_Latn,22988,58,0.0,0.0,0.0,0,0,0
qvm_Latn,16650,60,0.06451612903225806,0.0,0.0,0,0,0
qvn_Latn,17810,57,0.24615384615384614,0.034482758620689655,0.034482758620689655,0,0,0
qwh_Latn,17649,59,0.7627118644067796,0.6593406593406593,0.5542168674698795,14,2,1
qxn_Latn,17805,57,0.0,0.0,0.0,0,0,0
rar_Latn,100000,59,0.9915966386554621,0.9915966386554621,0.959349593495935,1,1,5
rmn_Latn,100000,116,0.6818181818181819,0.6892655367231638,0.6892655367231638,0,0,0
roh_Latn,30545,399,0.9974874371859296,0.9949622166246851,0.9949622166246851,0,0,0
ron_Latn,100000,97,0.9896907216494846,0.9600000000000001,0.8571428571428571,1,7,31
run_Latn,100000,58,0.95,0.95,0.95,5,5,5
rup_Latn,5032,57,0.9032258064516129,0.9107142857142856,0.6363636363636364,11,4,3
rus_Cyrl,100000,58,0.9747899159663865,0.9666666666666666,0.9586776859504132,3,4,5
sag_Latn,100000,59,0.717391304347826,0.7959183673469388,0.8080808080808081,0,0,0
sah_Cyrl,100000,57,0.8769230769230769,0.7862068965517242,0.7499999999999999,16,31,38
san_Deva,100000,55,0.9908256880733944,0.9908256880733944,0.9908256880733944,0,0,0
sco_Latn,87458,58,0.9649122807017544,0.9649122807017544,0.9259259259259259,1,1,0
sey_Latn,17722,61,0.5291479820627802,0.547945205479452,0.5412844036697247,103,98,98
shk_Latn,6733,55,0.9908256880733944,0.9908256880733944,0.9719626168224299,0,0,0
shn_Mymr,32679,56,1.0,1.0,1.0,0,0,0
shp_Latn,71688,62,0.9836065573770492,0.9838709677419355,0.9838709677419355,0,1,1
sid_Latn,100000,57,1.0,0.9827586206896551,0.9827586206896551,0,2,2
sin_Sinh,100000,59,1.0,1.0,1.0,0,0,0
skr_Arab,2026,63,0.4444444444444445,0.32,0.29729729729729726,0,0,0
slk_Latn,100000,56,0.9911504424778761,1.0,0.9911504424778761,1,0,1
slv_Latn,100000,59,0.9661016949152542,0.9344262295081968,0.912,2,6,9
sme_Latn,100000,58,1.0,1.0,1.0,0,0,0
smo_Latn,100000,63,0.9838709677419354,0.9838709677419354,0.9838709677419354,0,0,0
sna_Latn,100000,60,0.9743589743589743,0.957983193277311,0.9421487603305784,0,2,4
snn_Latn,17690,136,0.34146341463414637,0.4,0.4,0,0,0
som_Latn,100000,57,1.0,1.0,1.0,0,0,0
sot_Latn,73326,57,1.0,1.0,1.0,0,0,0
spa_Latn,100000,78,0.9936305732484078,0.9811320754716981,0.975,1,3,4
srp_Cyrl,100000,59,0.9830508474576272,0.9830508474576272,0.9830508474576272,1,1,1
srp_Latn,79008,59,0.208955223880597,0.208955223880597,0.208955223880597,1,1,1
srr_Latn,2867,58,0.9354838709677419,1.0,1.0,8,0,0
ssw_Latn,100000,60,0.983050847457627,0.9915966386554621,0.9915966386554621,0,0,0
suk_Latn,22242,58,0.9913043478260869,0.9913043478260869,0.9913043478260869,0,0,0
sun_Latn,100000,66,0.962962962962963,0.8843537414965986,0.7975460122699387,4,16,32
sus_Latn,21057,58,0.9824561403508771,0.9824561403508771,0.9824561403508771,0,0,0
swb_Latn,1096,58,0.9739130434782608,0.9824561403508771,0.9734513274336283,1,0,0
swe_Latn,100000,61,1.0,1.0,1.0,0,0,0
swh_Latn,100000,58,0.8653846153846154,0.8256880733944953,0.7563025210084033,1,6,16
tah_Latn,100000,57,0.0,0.0,0.0,0,0,0
taj_Deva,17753,1,0.0,0.0,0.0,0,0,0
tam_Taml,100000,69,1.0,1.0,1.0,0,0,0
tat_Cyrl,100000,57,1.0,1.0,1.0,0,0,0
tbz_Latn,52480,60,0.7368421052631579,0.7368421052631579,0.7368421052631579,0,0,0
tca_Latn,17326,60,0.9915966386554621,0.9915966386554621,0.9915966386554621,0,0,0
tel_Telu,100000,58,1.0,1.0,1.0,0,0,0
tem_Latn,13526,55,1.0,1.0,1.0,0,0,0
tet_Latn,100000,58,1.0,1.0,1.0,0,0,0
tgk_Cyrl,100000,57,1.0,1.0,1.0,0,0,0
tha_Thai,100000,114,1.0,1.0,1.0,0,0,0
tir_Ethi,100000,58,0.8500000000000001,0.8870967741935484,0.873015873015873,11,11,13
tiv_Latn,100000,67,0.9848484848484849,0.9848484848484849,0.9848484848484849,0,0,0
tly_Latn,3892,59,0.7712418300653594,0.7712418300653594,0.7751937984496123,35,35,20
tob_Latn,42001,59,1.0,1.0,1.0,0,0,0
toi_Latn,100000,57,0.9911504424778761,0.9824561403508771,0.9655172413793103,0,1,3
toj_Latn,100000,57,1.0,1.0,1.0,0,0,0
ton_Latn,100000,60,1.0,0.9917355371900827,0.9917355371900827,0,1,1
top_Latn,100000,59,0.9739130434782608,0.9827586206896551,0.9914529914529915,0,0,0
tpi_Latn,100000,58,1.0,1.0,1.0,0,0,0
tsn_Latn,100000,58,1.0,0.9914529914529915,0.983050847457627,0,1,2
tso_Latn,100000,114,0.919431279620853,0.9395348837209303,0.9308755760368664,0,0,2
tsz_Latn,100000,59,0.9174311926605504,0.9827586206896551,1.0,0,0,0
tuk_Cyrl,100000,57,1.0,1.0,1.0,0,0,0
tuk_Latn,100000,59,1.0,1.0,1.0,0,0,0
tur_Latn,100000,59,0.959349593495935,0.959349593495935,0.9076923076923077,5,5,12
twi_Latn,100000,116,0.9957081545064378,0.9957081545064378,0.9914529914529915,1,1,2
tyv_Cyrl,100000,58,1.0,1.0,0.9747899159663865,0,0,3
tzh_Latn,100000,25,1.0,1.0,1.0,0,0,0
tzm_Tfng,1590,1,0.19999999999999998,0.19999999999999998,0.19999999999999998,8,8,8
tzo_Latn,100000,58,0.9824561403508771,0.9913043478260869,0.9827586206896551,0,0,1
udu_Latn,17827,60,1.0,1.0,1.0,0,0,0
uig_Arab,100000,58,1.0,1.0,1.0,0,0,0
uig_Latn,59496,59,1.0,0.9833333333333333,0.9833333333333333,0,2,2
ukr_Cyrl,100000,58,1.0,1.0,1.0,0,0,0
umb_Latn,100000,107,0.9809523809523809,0.9809523809523809,0.9809523809523809,0,0,0
ura_Latn,17359,56,0.9909909909909909,0.9909909909909909,0.9909909909909909,0,0,0
urd_Arab,100000,108,0.9683257918552035,0.9683257918552035,0.9683257918552035,6,6,6
uzn_Cyrl,37596,58,1.0,1.0,1.0,0,0,0
uzn_Latn,100000,58,1.0,0.983050847457627,0.9747899159663865,0,2,3
vec_Latn,100000,58,0.9747899159663865,0.9666666666666666,0.9354838709677419,3,4,8
ven_Latn,100000,89,1.0,1.0,1.0,0,0,0
vep_Latn,9947,58,0.9105691056910569,0.9268292682926829,0.9827586206896551,9,8,1
vie_Latn,100000,60,1.0,0.9917355371900827,0.9917355371900827,0,1,1
vmw_Latn,100000,58,0.9734513274336283,0.9734513274336283,0.9824561403508771,0,0,0
war_Latn,100000,60,0.9666666666666667,0.9666666666666667,0.9586776859504132,2,2,3
wln_Latn,25529,59,0.6511627906976745,0.6436781609195402,0.6436781609195402,57,59,59
wol_Latn,69728,60,0.916030534351145,0.8333333333333333,0.8333333333333333,11,24,24
wuu_Hani,74364,58,0.6097560975609757,0.6097560975609757,0.6097560975609757,56,56,56
wwa_Latn,13509,39,1.0,1.0,1.0,0,0,0
xho_Latn,100000,58,0.9243697478991596,0.894308943089431,0.8799999999999999,6,10,12
xsm_Latn,24468,59,0.9830508474576272,0.9666666666666667,0.9666666666666667,1,3,3
